"","State","Date","WindGustSpeed","Temp","Rainfall"
"4848","Victoria","2014-03-25",48,19.275,1
"4849","Victoria","2014-03-26",83,22.375,1
"4850","Victoria","2014-03-27",41,21.8,23.6
"4851","Victoria","2014-03-28",44,22.775,8
"4852","Victoria","2014-03-29",39,23.775,0.4
"4853","Victoria","2014-03-30",44,24.525,1.6
"4854","Victoria","2014-03-31",52,25.55,0.8
"4855","Victoria","2014-04-01",65,27.75,0.2
"4856","Victoria","2014-04-02",72,25.225,2.6
"4857","Victoria","2014-04-03",44,17.375,5.8
"4858","Victoria","2014-04-04",46,18.125,0.4
"4859","Victoria","2014-04-05",39,20.1,27.2
"4860","Victoria","2014-04-06",50,20.275,0.6
"4861","Victoria","2014-04-07",50,21.25,0
"4862","Victoria","2014-04-08",59,23.275,4.2
"4863","Victoria","2014-04-09",33,19.4,18
"4864","Victoria","2014-04-10",39,19.525,45.4
"4865","Victoria","2014-04-11",56,18.9,15.4
"4866","Victoria","2014-04-12",50,18.95,6
"4867","Victoria","2014-04-13",41,18.725,0.8
"4868","Victoria","2014-04-14",56,17.925,1
"4869","Victoria","2014-04-15",39,17.775,0.2
"4870","Victoria","2014-04-16",31,17.6,1
"4871","Victoria","2014-04-17",41,18.825,0.6
"4872","Victoria","2014-04-18",57,18.8,6
"4873","Victoria","2014-04-19",48,13.55,2
"4874","Victoria","2014-04-20",52,16.575,1.4
"4875","Victoria","2014-04-21",74,19.475,2
"4876","Victoria","2014-04-22",72,21.35,12.6
"4877","Victoria","2014-04-23",41,16.675,6.6
"4878","Victoria","2014-04-24",61,16.425,6.8
"4879","Victoria","2014-04-25",50,16.075,0.2
"4880","Victoria","2014-04-26",54,19.825,4.4
"4881","Victoria","2014-04-27",50,14.225,1
"4882","Victoria","2014-04-28",81,18.8,0.2
"4883","Victoria","2014-04-29",61,18.075,24.6
"4884","Victoria","2014-04-30",54,13.875,25
"4885","Victoria","2014-05-01",43,13.525,0
"4886","Victoria","2014-05-02",72,12.775,8.2
"4887","Victoria","2014-05-03",65,12.175,52.2
"4888","Victoria","2014-05-04",59,12.75,10
"4889","Victoria","2014-05-05",54,14.075,10.8
"4890","Victoria","2014-05-06",52,14,3
"4891","Victoria","2014-05-07",43,13.75,2.4
"4892","Victoria","2014-05-08",39,12.425,0.2
"4893","Victoria","2014-05-09",61,15.8,0
"4894","Victoria","2014-05-10",54,16.525,9.4
"4895","Victoria","2014-05-11",41,15.375,2.8
"4896","Victoria","2014-05-12",48,14.275,13.2
"4897","Victoria","2014-05-13",37,15.3,0.4
"4898","Victoria","2014-05-14",59,17.3,0.2
"4899","Victoria","2014-05-15",81,20.125,0.2
"4900","Victoria","2014-05-16",74,19.725,0
"4901","Victoria","2014-05-17",61,19.45,0.8
"4902","Victoria","2014-05-18",59,19.5,2
"4903","Victoria","2014-05-19",59,20.4,0.2
"4904","Victoria","2014-05-20",48,19.5,3.4
"4905","Victoria","2014-05-21",50,19.525,2
"4906","Victoria","2014-05-22",63,20.275,2.2
"4907","Victoria","2014-05-23",44,19,14.2
"4908","Victoria","2014-05-24",50,18.6,3.6
"4909","Victoria","2014-05-25",63,19.925,4.8
"4910","Victoria","2014-05-26",63,20.625,2
"4911","Victoria","2014-05-27",76,18.275,10
"4912","Victoria","2014-05-28",50,16.1,9.4
"4913","Victoria","2014-05-29",24,15.725,1.2
"4914","Victoria","2014-05-30",30,16.7,0.2
"4915","Victoria","2014-05-31",33,13.8,0.2
"4916","Victoria","2014-06-01",43,13.55,45
"4917","Victoria","2014-06-02",37,14.375,10.2
"4918","Victoria","2014-06-03",41,15.225,18.8
"4919","Victoria","2014-06-04",46,14.875,6
"4920","Victoria","2014-06-05",28,14.2,5.2
"4921","Victoria","2014-06-06",33,12.775,0.8
"4922","Victoria","2014-06-07",46,13.225,7.4
"4923","Victoria","2014-06-08",43,12.2,2.6
"4924","Victoria","2014-06-09",44,11.525,0.4
"4925","Victoria","2014-06-10",37,14.3,0.4
"4926","Victoria","2014-06-11",57,13.1,0.2
"4927","Victoria","2014-06-12",63,14.925,0
"4928","Victoria","2014-06-13",54,14.65,21.4
"4929","Victoria","2014-06-14",48,12.275,71.2
"4930","Victoria","2014-06-15",41,11.95,5.8
"4931","Victoria","2014-06-16",50,13.625,9.2
"4932","Victoria","2014-06-17",46,13.225,4.8
"4933","Victoria","2014-06-18",24,13.025,1.8
"4934","Victoria","2014-06-19",61,11.15,0
"4935","Victoria","2014-06-20",61,12.775,0
"4936","Victoria","2014-06-21",44,13.75,8
"4937","Victoria","2014-06-22",78,12.05,4.6
"4938","Victoria","2014-06-23",85,12.325,7
"4939","Victoria","2014-06-24",106,12.05,23.4
"4940","Victoria","2014-06-25",72,12.6,14.2
"4941","Victoria","2014-06-26",83,13.725,11
"4942","Victoria","2014-06-27",85,13.45,0.2
"4943","Victoria","2014-06-28",78,10.9,14.2
"4944","Victoria","2014-06-29",63,9.975,18.8
"4945","Victoria","2014-06-30",48,10.875,11.2
"4946","Victoria","2014-07-01",43,11.8,2
"4947","Victoria","2014-07-02",44,14.025,0
"4948","Victoria","2014-07-03",63,11.1,0.2
"4949","Victoria","2014-07-04",78,12.175,0.2
"4950","Victoria","2014-07-05",61,11.975,12.2
"4951","Victoria","2014-07-06",43,11.575,6
"4952","Victoria","2014-07-07",59,12.25,1
"4953","Victoria","2014-07-08",85,13.05,0
"4954","Victoria","2014-07-09",76,9.95,5.6
"4955","Victoria","2014-07-10",72,12,13
"4956","Victoria","2014-07-11",69,11.825,12.6
"4957","Victoria","2014-07-12",57,10.6,12.4
"4958","Victoria","2014-07-13",39,10,2.4
"4959","Victoria","2014-07-14",37,10.7,5.8
"4960","Victoria","2014-07-15",57,11.025,1.8
"4961","Victoria","2014-07-16",78,12.425,10.8
"4962","Victoria","2014-07-17",87,10.65,15
"4963","Victoria","2014-07-18",65,10.575,7.6
"4964","Victoria","2014-07-19",35,10.825,2.2
"4965","Victoria","2014-07-20",24,10.325,1.4
"4966","Victoria","2014-07-21",46,11.05,0.4
"4967","Victoria","2014-07-22",20,9.35,0.4
"4968","Victoria","2014-07-23",44,10.625,0.4
"4969","Victoria","2014-07-24",54,12.925,5.8
"4970","Victoria","2014-07-25",48,13.525,6.4
"4971","Victoria","2014-07-26",41,12.85,3
"4972","Victoria","2014-07-27",57,13.175,1
"4973","Victoria","2014-07-28",63,13.85,1.4
"4974","Victoria","2014-07-29",81,15.25,3.6
"4975","Victoria","2014-07-30",80,15.9,8.6
"4976","Victoria","2014-07-31",107,17.45,3.4
"4977","Victoria","2014-08-01",76,8.575,20
"4978","Victoria","2014-08-02",39,8.15,14
"4979","Victoria","2014-08-03",39,8.025,0.4
"4980","Victoria","2014-08-04",39,9.775,0.2
"4981","Victoria","2014-08-05",48,11.9,14.2
"4982","Victoria","2014-08-06",63,13.8,0.8
"4983","Victoria","2014-08-07",43,12.45,3
"4984","Victoria","2014-08-08",31,13.525,3.6
"4985","Victoria","2014-08-09",59,14.5,0
"4986","Victoria","2014-08-10",61,12.5,6.6
"4987","Victoria","2014-08-11",43,9.975,8.4
"4988","Victoria","2014-08-12",43,9.9,2.4
"4989","Victoria","2014-08-13",41,11.975,0.2
"4990","Victoria","2014-08-14",35,12.875,0.8
"4991","Victoria","2014-08-15",33,12.7,0.2
"4992","Victoria","2014-08-16",41,10.725,9
"4993","Victoria","2014-08-17",52,12.5,7.2
"4994","Victoria","2014-08-18",56,12.025,5
"4995","Victoria","2014-08-19",44,12.525,3.8
"4996","Victoria","2014-08-20",33,11.9,0.2
"4997","Victoria","2014-08-21",37,13.375,0.4
"4998","Victoria","2014-08-22",52,14.5,0.2
"4999","Victoria","2014-08-23",61,16.675,0.2
"5000","Victoria","2014-08-24",59,13.35,5.8
"5001","Victoria","2014-08-25",50,13.775,13.2
"5002","Victoria","2014-08-26",44,14.05,2.8
"5003","Victoria","2014-08-27",31,15.675,0.4
"5004","Victoria","2014-08-28",39,16.45,0.4
"5005","Victoria","2014-08-29",48,17.075,0.2
"5006","Victoria","2014-08-30",41,17.275,0.2
"5007","Victoria","2014-08-31",74,18.525,0.2
"5008","Victoria","2014-09-01",70,14.575,8.8
"5009","Victoria","2014-09-02",54,12.75,12.4
"5010","Victoria","2014-09-05",48,13.025,2.4
"5011","Victoria","2014-09-06",33,15.725,0.2
"5012","Victoria","2014-09-07",48,16.825,0.2
"5013","Victoria","2014-09-08",93,18.35,0.2
"5014","Victoria","2014-09-09",83,21.875,4.6
"5015","Victoria","2014-09-10",70,16.15,17.8
"5016","Victoria","2014-09-11",67,16,5.4
"5017","Victoria","2014-09-12",46,13.1,1.2
"5018","Victoria","2014-09-13",30,15.15,0
"5019","Victoria","2014-09-14",41,19.25,0.2
"5020","Victoria","2014-09-15",50,18.325,4
"5021","Victoria","2014-09-16",54,16.275,1.2
"5022","Victoria","2014-09-17",91,14.4,4.8
"5023","Victoria","2014-09-18",48,11.925,2.2
"5024","Victoria","2014-09-19",52,13.375,2
"5025","Victoria","2014-09-20",41,14.225,0
"5026","Victoria","2014-09-21",37,15.5,0.2
"5027","Victoria","2014-09-22",43,19.025,0.2
"5028","Victoria","2014-09-23",48,20.975,0.2
"5029","Victoria","2014-09-24",74,20.2,1
"5030","Victoria","2014-09-25",56,16.325,38.4
"5031","Victoria","2014-09-26",41,15.475,3.2
"5032","Victoria","2014-09-27",67,20.025,6.6
"5033","Victoria","2014-09-28",102,25,0
"5034","Victoria","2014-09-29",69,19.35,0
"5035","Victoria","2014-09-30",104,21.175,0
"5036","Victoria","2014-10-01",59,14.4,11.2
"5037","Victoria","2014-10-02",61,16.1,1.8
"5038","Victoria","2014-10-03",50,18.2,0.4
"5039","Victoria","2014-10-04",72,23.5,0.4
"5040","Victoria","2014-10-05",46,22.85,0
"5041","Victoria","2014-10-06",87,25.85,0.6
"5042","Victoria","2014-10-07",76,15.65,7.4
"5043","Victoria","2014-10-08",52,15.5,1.8
"5044","Victoria","2014-10-09",46,19.025,1.2
"5045","Victoria","2014-10-10",61,22.775,0.2
"5046","Victoria","2014-10-11",46,21.725,0
"5047","Victoria","2014-10-12",56,23.075,0
"5048","Victoria","2014-10-13",80,14.8,5.4
"5049","Victoria","2014-10-14",61,13.65,22.6
"5050","Victoria","2014-10-15",46,13.725,1.4
"5051","Victoria","2014-10-16",57,15.2,4
"5052","Victoria","2014-10-17",35,16.975,4.6
"5053","Victoria","2014-10-18",61,22.35,0.2
"5054","Victoria","2014-10-19",81,26.175,0
"5055","Victoria","2014-10-20",65,22.65,0.2
"5056","Victoria","2014-10-21",54,26.575,0
"5057","Victoria","2014-10-22",74,30.2,0
"5058","Victoria","2014-10-23",46,24.775,0
"5059","Victoria","2014-10-24",54,25.55,0
"5060","Victoria","2014-10-25",41,27.2,0
"5061","Victoria","2014-10-26",54,19.875,0
"5062","Victoria","2014-10-27",83,19.75,25.6
"5063","Victoria","2014-10-28",89,17.675,14.2
"5064","Victoria","2014-10-29",54,19.1,0.8
"5065","Victoria","2014-10-30",44,22.95,0
"5066","Victoria","2014-10-31",65,28.175,0.2
"5067","Victoria","2014-11-02",59,15.6,9.2
"5068","Victoria","2014-11-03",33,19.6,0
"5069","Victoria","2014-11-04",70,25.475,0
"5070","Victoria","2014-11-05",57,18.15,0
"5071","Victoria","2014-11-06",35,20.475,0
"5072","Victoria","2014-11-07",54,26.075,5.2
"5073","Victoria","2014-11-08",74,30.3,0
"5074","Victoria","2014-11-09",57,19.875,1.2
"5075","Victoria","2014-11-10",56,20.5,0.6
"5076","Victoria","2014-11-11",48,20.4,0
"5077","Victoria","2014-11-12",44,26,0
"5078","Victoria","2014-11-13",61,31.625,0
"5079","Victoria","2014-11-14",70,30.9,0
"5080","Victoria","2014-11-15",50,21.45,0
"5081","Victoria","2014-11-16",59,17.875,39.4
"5082","Victoria","2014-11-17",59,18.35,39
"5083","Victoria","2014-11-18",46,19.175,0.4
"5084","Victoria","2014-11-19",44,24.625,0.2
"5085","Victoria","2014-11-20",76,27.675,0
"5086","Victoria","2014-11-21",61,23,8
"5087","Victoria","2014-11-22",74,27.35,1.8
"5088","Victoria","2014-11-23",50,26.125,1.6
"5089","Victoria","2014-11-24",72,26.55,2
"5090","Victoria","2014-11-25",59,18.425,14.2
"5091","Victoria","2014-11-26",61,20.05,12
"5092","Victoria","2014-11-27",46,22.1,0.4
"5093","Victoria","2014-11-28",52,24.025,0
"5094","Victoria","2014-11-29",43,26.65,0
"5095","Victoria","2014-11-30",76,31.6,5.2
"5096","Victoria","2014-12-01",76,27.125,0.4
"5097","Victoria","2014-12-02",41,25.125,2.2
"5098","Victoria","2014-12-03",72,29.55,2.2
"5099","Victoria","2014-12-04",48,25.175,12.6
"5100","Victoria","2014-12-05",46,24,3.8
"5101","Victoria","2014-12-06",69,22.4,13.6
"5102","Victoria","2014-12-07",63,22.45,55.6
"5103","Victoria","2014-12-08",39,24.425,24
"5104","Victoria","2014-12-09",39,27.9,1.4
"5105","Victoria","2014-12-10",50,25.575,0
"5106","Victoria","2014-12-11",59,23.425,1.6
"5107","Victoria","2014-12-12",48,24.95,0.6
"5108","Victoria","2014-12-13",65,26.625,0
"5109","Victoria","2014-12-14",65,28.575,0.4
"5110","Victoria","2014-12-15",54,29.075,0
"5111","Victoria","2014-12-16",85,26.7,1
"5112","Victoria","2014-12-17",50,19.425,6.8
"5113","Victoria","2014-12-18",76,22.25,0
"5114","Victoria","2014-12-19",44,19.65,7.6
"5115","Victoria","2014-12-20",41,23.8,0.6
"5116","Victoria","2014-12-21",57,29.475,0
"5117","Victoria","2014-12-22",63,32,0
"5118","Victoria","2014-12-23",54,26.625,2
"5119","Victoria","2014-12-24",48,22,2
"5120","Victoria","2014-12-25",56,22.075,0
"5121","Victoria","2014-12-26",54,18.625,9.2
"5122","Victoria","2014-12-27",37,21.675,0
"5123","Victoria","2014-12-28",48,25.75,0
"5124","Victoria","2014-12-29",100,23.925,5.8
"5125","Victoria","2014-12-30",85,20.725,2.4
"5126","Victoria","2014-12-31",39,21.925,0.2
"5127","Victoria","2015-01-01",46,28.1,0
"5128","Victoria","2015-01-02",59,34.275,0.2
"5129","Victoria","2015-01-03",94,35.375,0
"5130","Victoria","2015-01-04",70,25.725,12.2
"5131","Victoria","2015-01-05",50,29.9,0.2
"5132","Victoria","2015-01-06",46,32.675,0.2
"5133","Victoria","2015-01-07",61,34.475,0.2
"5134","Victoria","2015-01-08",63,30.075,8.6
"5135","Victoria","2015-01-09",57,22.675,15
"5136","Victoria","2015-01-10",48,20.325,39
"5137","Victoria","2015-01-11",56,23.2,6
"5138","Victoria","2015-01-12",52,26.375,0.4
"5139","Victoria","2015-01-13",69,25.175,60
"5140","Victoria","2015-01-14",57,21.75,36.2
"5141","Victoria","2015-01-15",63,20.15,2.4
"5142","Victoria","2015-01-16",70,22.7,0.2
"5143","Victoria","2015-01-17",72,22.55,1.2
"5144","Victoria","2015-01-18",50,20.625,0.2
"5145","Victoria","2015-01-19",46,21.875,0
"5146","Victoria","2015-01-20",63,23.35,0
"5147","Victoria","2015-01-21",52,27.425,2.2
"5148","Victoria","2015-01-22",54,29.5,0.2
"5149","Victoria","2015-01-23",54,29.675,0.2
"5150","Victoria","2015-01-24",59,24.675,0.2
"5151","Victoria","2015-01-25",81,21.3,7.2
"5152","Victoria","2015-01-26",48,18.75,0.8
"5153","Victoria","2015-01-27",59,20.45,0
"5154","Victoria","2015-01-28",63,20.425,0
"5155","Victoria","2015-01-29",56,20.125,0.8
"5156","Victoria","2015-01-30",59,21.475,7
"5157","Victoria","2015-01-31",59,21.35,2.4
"5158","Victoria","2015-02-01",56,20.225,7.2
"5159","Victoria","2015-02-02",52,21.6,3.8
"5160","Victoria","2015-02-03",50,22.2,0
"5161","Victoria","2015-02-04",54,21.075,0.2
"5162","Victoria","2015-02-05",57,23,0.4
"5163","Victoria","2015-02-06",61,29.175,0
"5164","Victoria","2015-02-07",72,31.75,0
"5165","Victoria","2015-02-08",50,30.65,7.4
"5166","Victoria","2015-02-09",56,24.35,0
"5167","Victoria","2015-02-10",41,26.8,0
"5168","Victoria","2015-02-11",54,30.075,0.2
"5169","Victoria","2015-02-12",57,29.85,0
"5170","Victoria","2015-02-13",69,31.85,0
"5171","Victoria","2015-02-14",46,32.45,44.2
"5172","Victoria","2015-02-15",63,34.15,35.2
"5173","Victoria","2015-02-16",46,27.175,5
"5174","Victoria","2015-02-17",44,23.275,0
"5175","Victoria","2015-02-18",48,25.425,0
"5176","Victoria","2015-02-19",44,28.875,0.6
"5177","Victoria","2015-02-20",43,29.85,0.2
"5178","Victoria","2015-02-21",56,30.85,0
"5179","Victoria","2015-02-22",63,32.525,0
"5180","Victoria","2015-02-23",63,32.275,1.6
"5181","Victoria","2015-02-24",57,21.75,14.4
"5182","Victoria","2015-02-25",52,22.125,2.4
"5183","Victoria","2015-02-26",46,25.25,1
"5184","Victoria","2015-02-27",35,26.95,0
"5185","Victoria","2015-02-28",122,31.45,0.8
"5186","Victoria","2015-03-01",50,21.6,17.8
"5187","Victoria","2015-03-02",37,22.275,0.2
"5188","Victoria","2015-03-03",37,25.6,0
"5189","Victoria","2015-03-04",69,21.875,0
"5190","Victoria","2015-03-05",81,19.225,5.2
"5191","Victoria","2015-03-06",78,18.225,0.2
"5192","Victoria","2015-03-07",56,18.925,3.8
"5193","Victoria","2015-03-08",44,21.1,2.8
"5194","Victoria","2015-03-09",48,21.075,0.2
"5195","Victoria","2015-03-10",37,22.9,0.8
"5196","Victoria","2015-03-11",50,23.5,0
"5197","Victoria","2015-03-12",52,20.85,2.2
"5198","Victoria","2015-03-13",50,18.925,0.2
"5199","Victoria","2015-03-14",56,21.7,0
"5200","Victoria","2015-03-15",56,20.7,3
"5201","Victoria","2015-03-16",56,21.625,0
"5202","Victoria","2015-03-17",76,27.55,0
"5203","Victoria","2015-03-18",52,22.575,14.6
"5204","Victoria","2015-03-19",80,30.375,0.6
"5205","Victoria","2015-03-20",52,18.925,3.8
"5206","Victoria","2015-03-21",54,17.475,0.2
"5207","Victoria","2015-03-22",57,22.8,0.2
"5208","Victoria","2015-03-23",63,23.275,3
"5209","Victoria","2015-03-24",50,17.075,2.6
"5210","Victoria","2015-03-25",63,17.3,11.2
"5211","Victoria","2015-03-26",80,14.875,14.8
"5212","Victoria","2015-03-27",72,15.075,15
"5213","Victoria","2015-03-28",30,15.8,4.8
"5214","Victoria","2015-03-29",43,19.5,0.2
"5215","Victoria","2015-03-30",39,20.525,0.2
"5216","Victoria","2015-03-31",33,22.175,0.2
"5217","Victoria","2015-04-02",69,18.725,2.8
"5218","Victoria","2015-04-03",56,14.875,0
"5219","Victoria","2015-04-04",39,18.275,0
"5220","Victoria","2015-04-05",43,20.1,0.6
"5221","Victoria","2015-04-06",50,15.725,5.4
"5222","Victoria","2015-04-07",61,14.45,25.2
"5223","Victoria","2015-04-08",50,15.475,34
"5224","Victoria","2015-04-09",44,15.45,1.8
"5225","Victoria","2015-04-10",41,17.55,0.2
"5226","Victoria","2015-04-11",44,18.65,0.2
"5227","Victoria","2015-04-12",50,19.275,0
"5228","Victoria","2015-04-13",41,20.95,0
"5229","Victoria","2015-04-14",59,23.975,3.8
"5230","Victoria","2015-04-15",70,25.3,4.2
"5231","Victoria","2015-04-16",44,17.875,1.4
"5232","Victoria","2015-04-17",41,14.725,17.4
"5233","Victoria","2015-04-18",59,17,60
"5234","Victoria","2015-04-19",59,13,9.8
"5235","Victoria","2015-04-20",63,12.725,3.8
"5236","Victoria","2015-04-21",52,13.85,0
"5237","Victoria","2015-04-22",52,16.15,4
"5238","Victoria","2015-04-23",57,18.95,5
"5239","Victoria","2015-04-24",63,17.3,4.2
"5240","Victoria","2015-04-25",44,13.25,13
"5241","Victoria","2015-04-26",48,13.025,9.8
"5242","Victoria","2015-04-27",46,14.45,4.4
"5243","Victoria","2015-04-28",37,13.525,3
"5244","Victoria","2015-04-29",33,14.45,0.4
"5245","Victoria","2015-04-30",37,15.975,1
"5246","Victoria","2015-05-01",48,17.55,0.2
"5247","Victoria","2015-05-02",59,19.65,1
"5248","Victoria","2015-05-03",30,15.1,4.4
"5249","Victoria","2015-05-04",78,17.85,1.2
"5250","Victoria","2015-05-05",91,16.775,10.8
"5251","Victoria","2015-05-06",69,13.95,10.8
"5252","Victoria","2015-05-07",65,13.95,6.8
"5253","Victoria","2015-05-08",67,13.725,4
"5254","Victoria","2015-05-09",83,15.45,10.8
"5255","Victoria","2015-05-10",85,16.4,25.8
"5256","Victoria","2015-05-11",83,15.8,6.6
"5257","Victoria","2015-05-12",85,14.325,3.2
"5258","Victoria","2015-05-13",67,10.275,12.8
"5259","Victoria","2015-05-14",59,11.95,4.2
"5260","Victoria","2015-05-15",44,12.875,3.6
"5261","Victoria","2015-05-16",39,14.225,0.8
"5262","Victoria","2015-05-17",37,15.05,0.4
"5263","Victoria","2015-05-18",61,16.55,0.2
"5264","Victoria","2015-05-19",61,16.825,8
"5265","Victoria","2015-05-20",57,15.425,8.4
"5266","Victoria","2015-05-21",39,11.825,9.2
"5267","Victoria","2015-05-22",43,13.675,10.2
"5268","Victoria","2015-05-23",41,11.875,0.2
"5269","Victoria","2015-05-24",31,10.975,0.4
"5270","Victoria","2015-05-25",30,14.35,0.2
"5271","Victoria","2015-05-26",54,16.5,0.2
"5272","Victoria","2015-05-27",61,16.8,0.2
"5273","Victoria","2015-05-28",59,15.8,6.4
"5274","Victoria","2015-05-29",50,13.7,8.4
"5275","Victoria","2015-05-30",59,13.7,2.6
"5276","Victoria","2015-05-31",70,13.25,4.6
"5277","Victoria","2015-06-01",46,9.275,14.4
"5278","Victoria","2015-06-02",48,8.25,3.2
"5279","Victoria","2015-06-03",26,9.625,8.6
"5280","Victoria","2015-06-04",67,11.25,0.4
"5281","Victoria","2015-06-05",50,11.725,25.8
"5282","Victoria","2015-06-06",48,14.25,1
"5283","Victoria","2015-06-07",85,15.375,0.2
"5284","Victoria","2015-06-08",91,14.85,1.2
"5285","Victoria","2015-06-09",63,12.4,4.6
"5286","Victoria","2015-06-10",43,10.475,1.4
"5287","Victoria","2015-06-11",48,10.45,0.2
"5288","Victoria","2015-06-12",37,13.35,0.2
"5289","Victoria","2015-06-13",37,13.85,0.4
"5290","Victoria","2015-06-14",50,13.85,0
"5291","Victoria","2015-06-15",39,13.1,7
"5292","Victoria","2015-06-16",31,12.675,19
"5293","Victoria","2015-06-17",56,12.975,8.4
"5294","Victoria","2015-06-18",57,12.35,13.4
"5295","Victoria","2015-06-19",37,9.575,3
"5296","Victoria","2015-06-20",30,9.15,2.2
"5297","Victoria","2015-06-21",48,8.375,0.8
"5298","Victoria","2015-06-22",76,9.925,6
"5299","Victoria","2015-06-23",76,14.55,5.8
"5300","Victoria","2015-06-24",63,13.725,1.8
"5301","Victoria","2015-06-25",46,11.825,1
"5302","Victoria","2015-06-26",39,12.375,2
"5303","Victoria","2015-06-27",52,11.525,0.4
"5304","Victoria","2015-06-28",44,11.475,1
"5305","Victoria","2015-06-29",26,11.025,0.2
"5306","Victoria","2015-06-30",31,10.7,0
"5307","Victoria","2015-07-01",57,10.7,1.4
"5308","Victoria","2015-07-02",74,11.025,2.6
"5309","Victoria","2015-07-03",35,8.125,5.8
"5310","Victoria","2015-07-04",46,9.85,0.8
"5311","Victoria","2015-07-05",63,11.45,4.2
"5312","Victoria","2015-07-06",57,11.875,1.8
"5313","Victoria","2015-07-07",39,11.2,4
"5314","Victoria","2015-07-08",39,11.25,2.2
"5315","Victoria","2015-07-09",46,13.2,0.6
"5316","Victoria","2015-07-10",67,13.725,0.6
"5317","Victoria","2015-07-11",59,12.225,7.6
"5318","Victoria","2015-07-12",61,10.225,12.4
"5319","Victoria","2015-07-13",70,10.7,26.6
"5320","Victoria","2015-07-14",70,10.5,4.6
"5321","Victoria","2015-07-15",46,8.6,18.8
"5322","Victoria","2015-07-16",50,10.075,11.4
"5323","Victoria","2015-07-17",56,9.85,2.6
"5324","Victoria","2015-07-18",37,8.475,4
"5325","Victoria","2015-07-19",31,8.15,0.8
"5326","Victoria","2015-07-20",54,8.25,0.2
"5327","Victoria","2015-07-21",78,11.65,0.2
"5328","Victoria","2015-07-22",81,13.575,8
"5329","Victoria","2015-07-23",48,10.85,1
"5330","Victoria","2015-07-24",57,13.175,4
"5331","Victoria","2015-07-25",81,12.225,11.4
"5332","Victoria","2015-07-26",83,10.6,14.8
"5333","Victoria","2015-07-27",63,9.925,4.2
"5334","Victoria","2015-07-28",50,11.075,2.4
"5335","Victoria","2015-07-29",43,10.45,4.2
"5336","Victoria","2015-07-30",87,10.975,0.2
"5337","Victoria","2015-07-31",61,10.05,5.4
"5338","Victoria","2015-08-01",80,11.025,5.4
"5339","Victoria","2015-08-02",81,10.8,4
"5340","Victoria","2015-08-03",76,10.925,7.4
"5341","Victoria","2015-08-04",57,8.15,2.4
"5342","Victoria","2015-08-05",65,10.775,8
"5343","Victoria","2015-08-06",44,10.175,3.4
"5344","Victoria","2015-08-07",44,10.95,6.8
"5345","Victoria","2015-08-08",26,11.85,2.6
"5346","Victoria","2015-08-09",54,13.275,0.2
"5347","Victoria","2015-08-10",78,13.125,2.2
"5348","Victoria","2015-08-11",72,12.525,6.8
"5349","Victoria","2015-08-12",61,10.875,6
"5350","Victoria","2015-08-13",46,11.05,3.4
"5351","Victoria","2015-08-14",46,12.675,2.4
"5352","Victoria","2015-08-15",31,13.325,2.4
"5353","Victoria","2015-08-16",61,14.525,0.2
"5354","Victoria","2015-08-17",63,12.2,7
"5355","Victoria","2015-08-18",35,9.55,1.8
"5356","Victoria","2015-08-19",31,11.425,0.6
"5357","Victoria","2015-08-20",70,17.075,0.8
"5358","Victoria","2015-08-21",78,18.6,0.6
"5359","Victoria","2015-08-22",43,15.325,1.6
"5360","Victoria","2015-08-23",41,14.275,6
"5361","Victoria","2015-08-24",65,11.6,5
"5362","Victoria","2015-08-25",56,12.1,4.4
"5363","Victoria","2015-08-26",41,13.975,2.6
"5364","Victoria","2015-08-27",44,13.35,2.8
"5365","Victoria","2015-08-28",41,11.375,52.8
"5366","Victoria","2015-08-29",59,10.4,8.2
"5367","Victoria","2015-08-30",37,10.525,2.4
"5368","Victoria","2015-08-31",41,11.15,0.2
"5369","Victoria","2015-09-01",61,14.325,0.2
"5370","Victoria","2015-09-02",56,13.525,3.2
"5371","Victoria","2015-09-03",50,13.15,11.4
"5372","Victoria","2015-09-04",41,12.5,0.8
"5373","Victoria","2015-09-05",35,11.975,0.2
"5374","Victoria","2015-09-06",74,15.475,0.2
"5375","Victoria","2015-09-07",76,12.275,22.2
"5376","Victoria","2015-09-08",56,13.85,8.4
"5377","Victoria","2015-09-09",39,14.275,2.2
"5378","Victoria","2015-09-10",35,14.3,1
"5379","Victoria","2015-09-11",57,16.125,0.2
"5380","Victoria","2015-09-12",63,19.475,0
"5381","Victoria","2015-09-13",65,22.075,0.4
"5382","Victoria","2015-09-14",67,25.475,0.2
"5383","Victoria","2015-09-15",52,15.15,13.8
"5384","Victoria","2015-09-16",39,15.15,2.4
"5385","Victoria","2015-09-17",50,14.675,5.4
"5386","Victoria","2015-09-18",31,13.95,2
"5387","Victoria","2015-09-19",43,15.275,0.2
"5388","Victoria","2015-09-20",50,18.75,0
"5389","Victoria","2015-09-21",63,15.225,5.6
"5390","Victoria","2015-09-22",65,13.025,5.2
"5391","Victoria","2015-09-23",52,11.575,2.2
"5392","Victoria","2015-09-24",48,12.075,0.2
"5393","Victoria","2015-09-25",46,14.4,0.2
"5394","Victoria","2015-09-26",35,16.55,0.2
"5395","Victoria","2015-09-27",44,18.9,0.2
"5396","Victoria","2015-09-28",50,20.275,0
"5397","Victoria","2015-09-29",61,14.6,1
"5398","Victoria","2015-09-30",46,15.575,0
